Nama_Makanan,Produsen,Porsi,Energi (kkal),Protein (g),Karbohidrat (g),Lemak (g),Gula (g),Natrium (mg),Serat (g),Persentase_AKG_Energi,Persentase_AKG_Protein,Persentase_AKG_Karbohidrat,Persentase_AKG_Lemak,Persentase_AKG_Natrium,Lemak_Jenuh,Natrium,Protein,Karbohidrat_Total,Energi,Lemak_Total,Serat_Pangan,% AKG Energi,% AKG Protein,% AKG Lemak,% AKG Karbohidrat,% AKG Gula
Morin Mixed fruit Jam,PT. Astaguna Wisesa,0.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,2.09,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.3846153846153846,18.0
.Heavenly Blush,PT.Heavenly Blush,4.0,90.0,2.0,15.0,2.5,5.0,0.0,4.0,4.19,3.33,4.62,3.73,0.0,0.0,0.0,0.0,5.0,5.0,0.0,14.0,4.186046511627907,3.3333333333333335,3.731343283582089,4.615384615384616,10.0
Eskrim paddle pop choco magma,PT. Andrawina Darma Manunggal Mulya,1.0,70.0,1.0,12.0,2.5,8.0,0.0,1.0,3.26,1.67,3.69,3.73,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,3.255813953488372,1.6666666666666667,3.731343283582089,3.6923076923076925,16.0
Susu ibu - ASI,Tidak Diketahui,0.2,62.0,1.5,7.0,3.2,0.0,15.0,0.0,2.88,2.5,2.15,4.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.883720930232558,2.5,4.776119402985075,2.1538461538461537,0.0
Pop mie rasa kari ayam,PT. Indofood CBP Sukses Makmur Tbk.,44.0,350.0,7.0,45.0,16.0,4.0,0.0,44.0,16.28,11.67,13.85,23.88,0.0,0.0,0.0,0.0,0.0,17.0,24.0,147.0,16.27906976744186,11.666666666666666,23.88059701492537,13.846153846153847,8.0
Starbucks hot caffe latte (whole milk),Tidak Diketahui,12.0,230.0,12.0,19.0,12.0,0.0,0.0,0.0,10.7,20.0,5.85,17.91,0.0,0.0,0.0,20.0,0.0,11.0,18.0,0.0,10.69767441860465,20.0,17.91044776119403,5.846153846153846,0.0
Lays 14g,PT. Indofood Fritolay Makmur,1.0,70.0,1.0,10.0,7.0,0.0,70.0,0.0,5.12,1.67,3.08,10.45,4.67,18.0,0.0,0.0,0.0,6.0,11.0,0.0,3.255813953488372,1.6666666666666667,10.44776119402985,3.076923076923077,0.0
Starbucks java chip frappuccino (wholemilk),Tidak Diketahui,7.0,350.0,7.0,68.0,5.0,0.0,0.0,0.0,16.28,11.67,20.92,7.46,0.0,0.0,0.0,12.0,21.0,17.0,0.0,0.0,16.27906976744186,11.666666666666666,7.462686567164178,20.923076923076923,0.0
Bungkil kacang tanah,Tidak Diketahui,33.1,336.0,37.4,30.5,13.0,0.0,0.0,0.0,15.63,62.33,9.38,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.627906976744185,62.33333333333333,19.402985074626866,9.384615384615385,0.0
Daun kol sawi, segar,1.8,0.7,22.0,2.1,3.6,0.5,0.0,19.0,0.9,1.02,3.5,1.11,0.75,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.03255813953488372,36.666666666666664,5.3731343283582085,0.6461538461538462,1.0
Biskuit choco mania,PT. Konimex,1.0,100.0,1.0,14.0,4.5,7.0,0.0,0.0,4.65,1.67,4.31,6.72,0.0,0.0,0.0,0.0,5.0,5.0,7.0,0.0,4.651162790697675,1.6666666666666667,6.7164179104477615,4.3076923076923075,14.000000000000002
Bou ninahu ndamate, masakan,1.8,2.1,65.25,6.3,1.1,1.0,0.0,67.0,0.0,3.67,10.5,0.34,1.49,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.09767441860465116,108.74999999999999,1.6417910447761197,1.9384615384615385,2.0
Putri selat,Tidak Diketahui,0.9,163.0,2.2,13.8,6.5,0.0,6.0,0.0,7.58,3.67,4.25,9.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5813953488372094,3.6666666666666665,9.701492537313433,4.246153846153846,0.0
Yogurt greek yummy blueberry,PT. Heavenly nutrition indonesia,8.0,140.0,8.0,19.0,3.5,10.0,65.0,0.0,6.51,13.33,5.85,5.22,4.33,0.0,0.0,14.0,6.0,7.0,0.0,0.0,6.511627906976744,13.333333333333334,5.223880597014925,5.846153846153846,20.0
Ikan Beunteur, segar,1.8,9.0,65.25,17.0,0.0,4.0,0.0,109.0,0.0,5.07,28.33,0.0,5.97,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.4186046511627907,108.74999999999999,0.0,5.230769230769231,8.0
Teh hitam daun kering,Tidak Diketahui,5.9,293.0,24.5,58.8,2.8,0.0,50.0,8.7,13.63,40.83,18.09,4.18,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.627906976744185,40.833333333333336,4.17910447761194,18.092307692307692,0.0
abc kopi susu,Tidak Diketahui,1.0,130.0,1.0,27.0,2.5,0.0,15.0,0.0,6.05,1.67,8.31,3.73,1.0,0.0,0.0,0.0,9.0,7.0,4.0,0.0,6.046511627906977,1.6666666666666667,3.731343283582089,8.307692307692308,0.0
Es krim Aice coklat sundae,PT. Aice,2.0,100.0,2.0,14.0,4.0,8.0,15.0,0.0,4.65,3.33,4.31,5.97,1.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,4.651162790697675,3.3333333333333335,5.970149253731343,4.3076923076923075,16.0
Bayam merah, segar,1.8,2.2,41.0,2.2,6.3,0.8,0.0,20.0,2.2,1.91,3.67,1.94,1.19,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.10232558139534884,68.33333333333333,9.402985074626866,0.676923076923077,1.6
Kacang ercis, segar,1.8,1.0,65.25,12.4,18.3,0.7,0.0,4.0,28.6,6.0,20.67,5.63,1.04,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,108.74999999999999,27.313432835820894,3.8153846153846156,1.4
Asinan bogor,sayuran,1.8,0.7,65.25,3.9,14.8,2.6,0.0,483.0,0.5,4.56,6.5,4.55,3.88,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03255813953488372,108.74999999999999,22.08955223880597,1.2,5.2
Susu WRP loses weight coklat,PT. Nutrifood Indonesia,2.0,220.0,14.0,27.0,6.0,15.0,0.0,2.0,10.23,23.33,8.31,8.96,0.0,0.0,0.0,24.0,0.0,11.0,9.0,0.0,10.232558139534884,23.333333333333332,8.955223880597014,8.307692307692308,30.0
Kalio kikil (tunjang), masakan,1.8,1.3,65.25,13.8,3.9,5.7,0.0,519.0,0.0,5.67,23.0,1.2,8.51,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.06046511627906977,108.74999999999999,5.820895522388059,4.246153846153846,11.4
ABC Kecap Asin,Tidak Diketahui,1.0,5.0,1.0,1.0,0.0,0.0,830.0,0.0,0.23,1.67,0.31,0.0,55.33,0.0,56.0,2.0,1.0,0.0,0.0,0.0,0.23255813953488372,1.6666666666666667,0.0,0.3076923076923077,0.0
Buah naga putih, segar,1.8,0.6,56.0,0.8,10.9,1.0,0.0,7.0,3.2,2.6,1.33,3.35,1.49,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.027906976744186046,93.33333333333333,16.26865671641791,0.24615384615384617,2.0
Jagung pipil var, metro,1.8,100.0,1.3,81.80000000000001,5.5,15.0,4.6,0.0,1.0,2.9,17.12,9.17,24.0,6.87,0.07,0.0,0.0,0.0,0.0,0.0,4.651162790697675,2.166666666666667,8.208955223880597,25.169230769230772,30.0
Kacang bogor segar,Tidak Diketahui,1.0,165.0,7.7,27.4,3.1,0.0,6.0,2.5,7.67,12.83,8.43,4.63,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.674418604651163,12.833333333333332,4.626865671641791,8.430769230769231,0.0
Chatime pearl milk tea,Tidak Diketahui,1.0,374.0,1.0,67.0,11.0,15.0,0.0,0.0,17.4,1.67,20.62,16.42,0.0,0.0,0.0,0.0,21.0,18.0,17.0,0.0,17.3953488372093,1.6666666666666667,16.417910447761194,20.615384615384617,30.0
Aqua,PT.Danone Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bingka,Tidak Diketahui,0.6,273.0,5.3,39.1,10.6,0.0,0.0,0.0,12.7,8.83,12.03,15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.69767441860465,8.833333333333334,15.82089552238806,12.03076923076923,0.0
Enting-enting wijen,Tidak Diketahui,3.0,565.0,18.2,36.8,31.5,0.0,0.0,1.9,26.28,30.33,11.32,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.27906976744186,30.333333333333336,47.01492537313433,11.323076923076922,0.0
Kool merah, kool putih,1.8,0.9,29.0,1.4,5.3,0.2,0.0,28.0,1.9,1.35,2.33,1.63,0.3,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.04186046511627907,48.333333333333336,7.91044776119403,0.43076923076923074,0.4
Oyek,Tidak Diketahui,0.7,351.0,0.9,81.80000000000001,0.9,0.0,5.0,4.3,16.33,1.5,26.12,1.34,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.325581395348838,1.5000000000000002,1.3432835820895521,25.169230769230772,0.0
Rujak aceh,Tidak Diketahui,0.9,82.0,0.4,19.7,0.3,0.0,0.0,2.4,3.81,0.67,6.06,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.813953488372093,0.6666666666666667,0.44776119402985076,6.061538461538461,0.0
Keripik kemplang goreng,Tidak Diketahui,3.4,504.0,5.6,57.1,28.1,0.0,0.0,0.3,23.44,9.33,17.57,41.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.441860465116278,9.333333333333332,41.940298507462686,17.56923076923077,0.0
Bungkil kelapa,Tidak Diketahui,38.0,368.0,23.0,40.0,15.0,0.0,0.0,0.0,17.12,38.33,12.31,22.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.116279069767444,38.333333333333336,22.388059701492537,12.307692307692308,0.0
Bamboe soto ayam,PT. Bamboe Indonesia,1.0,10.0,1.0,2.0,1.0,1.0,850.0,1.0,0.93,1.67,0.62,1.49,56.67,0.0,57.0,2.0,0.0,0.0,0.0,4.0,0.46511627906976744,1.6666666666666667,1.4925373134328357,0.6153846153846154,2.0
Belitung, talas,1.8,100.0,1.1,81.80000000000001,1.2,15.0,0.4,0.0,6.0,1.5,6.74,2.0,10.52,0.6,0.4,0.0,0.0,0.0,0.0,0.0,4.651162790697675,1.8333333333333333,1.791044776119403,25.169230769230772,30.0
Geplak Jahe,Tidak Diketahui,2.5,462.0,3.1,57.7,14.4,0.0,0.0,3.3,21.49,5.17,17.75,21.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.488372093023255,5.166666666666667,21.492537313432834,17.753846153846155,0.0
Kacang mekah, polong,1.8,100.0,0.9,22.0,1.1,3.4,1.0,0.0,2.0,1.1,1.02,1.83,1.05,1.49,0.13,0.0,0.0,0.0,0.0,0.0,4.651162790697675,1.5000000000000002,1.6417910447761197,6.769230769230769,6.800000000000001
Dodol kedongdong,Tidak Diketahui,0.4,331.0,1.9,63.8,7.6,0.0,0.0,1.0,15.4,3.17,19.63,11.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.395348837209303,3.166666666666666,11.343283582089551,19.63076923076923,0.0
Kepala susu - krim, segar,1.8,0.9,65.25,2.6,4.0,15.0,0.0,0.0,0.0,9.49,4.33,1.23,29.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04186046511627907,108.74999999999999,5.970149253731343,0.8,30.0
Ubi Cilembu,Tidak Diketahui,0.9,186.0,1.9,44.3,0.2,0.0,1.0,3.4,8.65,3.17,13.63,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.651162790697674,3.166666666666666,0.2985074626865672,13.63076923076923,0.0
Bungkil biji karet,Tidak Diketahui,29.4,333.0,29.3,50.0,3.3,0.0,0.0,0.0,15.49,48.83,15.38,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.488372093023257,48.833333333333336,4.925373134328358,15.384615384615385,0.0
Monde Boromon Wafers rasa Vanila,PT. Monde Mahkota Biskuit,2.0,60.0,1.0,16.0,7.0,7.0,60.0,2.0,6.05,1.67,4.92,10.45,4.0,18.0,0.0,0.0,0.0,0.0,11.0,7.0,2.7906976744186047,1.6666666666666667,10.44776119402985,4.923076923076923,14.000000000000002
Good Day Cappuccino With Cocoa Granule,PT. Santos jaya abadi,1.0,110.0,1.0,21.0,2.5,15.0,10.0,1.0,5.12,1.67,6.46,3.73,0.67,13.0,0.0,0.0,7.0,6.0,0.0,0.0,5.116279069767442,1.6666666666666667,3.731343283582089,6.461538461538462,30.0
Starbucks hot caramel macchiato (wholemilk),Tidak Diketahui,10.0,280.0,10.0,35.0,11.0,0.0,0.0,0.0,13.02,16.67,10.77,16.42,0.0,0.0,0.0,17.0,0.0,14.0,17.0,0.0,13.023255813953488,16.666666666666664,16.417910447761194,10.76923076923077,0.0
Soto padang, masakan,1.8,2.0,65.25,5.9,11.0,6.6,0.0,0.0,0.7,5.91,9.83,3.38,9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,108.74999999999999,16.417910447761194,1.8153846153846156,13.200000000000001
Soto kudus, masakan,1.8,1.7,38.0,3.6,1.8,2.3,0.0,0.0,0.2,1.77,6.0,0.55,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07906976744186046,63.33333333333333,2.6865671641791042,1.1076923076923078,4.6
Tahubaxo rebus,Tidak Diketahui,11.0,109.0,11.0,16.0,0.0,0.0,504.0,0.0,5.07,18.33,4.92,0.0,33.6,0.0,34.0,19.0,0.0,6.0,0.0,0.0,5.069767441860465,18.333333333333332,0.0,4.923076923076923,0.0
Meises coklat,Tidak Diketahui,2.0,120.0,0.0,20.0,4.0,15.0,0.0,2.0,5.58,0.0,6.15,5.97,0.0,0.0,0.0,0.0,7.0,0.0,6.0,7.0,5.5813953488372094,0.0,5.970149253731343,6.153846153846154,30.0
Jeruk Kalamansi, segar,1.8,0.4,39.0,0.3,8.9,0.3,0.0,3.0,2.3,1.81,0.5,2.74,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0186046511627907,65.0,13.28358208955224,0.0923076923076923,0.6
Batar daan,Tidak Diketahui,0.7,107.0,2.2,19.6,2.2,0.0,200.0,0.0,4.98,3.67,6.03,3.28,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.976744186046512,3.6666666666666665,3.2835820895522394,6.0307692307692315,0.0
Nasi Goreng,Tidak Diketahui,0.4,500.0,7.0,40.2,31.5,0.0,18.0,0.4,23.26,11.67,12.37,51.34,1.2,0.0,0.0,0.0,0.0,24.0,52.0,0.0,23.25581395348837,11.666666666666666,47.01492537313433,12.36923076923077,0.0
Baruasa,Tidak Diketahui,0.7,417.0,6.5,79.3,8.2,0.0,0.0,0.0,19.4,10.83,24.4,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.395348837209305,10.833333333333334,12.238805970149253,24.4,0.0
Omelet Mie Telur,Tidak Diketahui,14.3,500.7,14.3,54.5,24.3,0.0,1132.0,0.0,23.29,23.83,16.77,36.27,75.47,0.0,76.0,24.0,0.0,0.0,37.0,0.0,23.288372093023256,23.833333333333336,36.268656716417915,16.76923076923077,0.0
Daun jawaw seluang, segar,1.8,1.2,65.25,5.0,15.3,1.3,0.0,2.0,3.9,4.33,8.33,4.71,1.94,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.05581395348837209,108.74999999999999,22.83582089552239,1.5384615384615385,2.6
Saladstop Sunshine jakarta,Tidak Diketahui,15.1,556.6,45.2,50.7,26.6,15.0,988.8,15.1,25.89,75.33,15.6,39.7,65.92,0.0,66.0,76.0,0.0,0.0,0.0,51.0,25.888372093023253,75.33333333333334,39.701492537313435,15.6,30.0
Sarimi isi tongseng ayam,PT. SARIMI ASLI JAYA,6.0,560.0,11.0,76.0,23.0,5.0,0.0,6.0,26.05,18.33,23.38,34.33,0.0,0.0,0.0,0.0,24.0,27.0,35.0,0.0,26.046511627906977,18.333333333333332,34.32835820895522,23.384615384615383,10.0
Ikan Mujahir / Mujair, segar,1.8,1.1,65.25,18.7,0.0,1.0,0.0,51.0,0.0,4.14,31.17,0.0,1.49,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05116279069767442,108.74999999999999,0.0,5.753846153846154,2.0
Talas pontianak, segar,1.8,0.9,65.25,2.3,31.5,0.5,0.0,14.0,0.7,7.58,3.83,11.2,0.75,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.04186046511627907,108.74999999999999,47.01492537313433,0.7076923076923076,1.0
Susu Rasa Taro,"PT. Ultrajaya Milk Industry, Tbk",5.0,130.0,5.0,18.0,4.0,14.0,60.0,0.0,6.05,8.33,5.54,5.97,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.046511627906977,8.333333333333332,5.970149253731343,5.538461538461538,28.000000000000004
Masako Daging Sapi,Tidak Diketahui,0.0,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,39.33,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koya mirasa,Tidak Diketahui,1.6,370.0,8.0,81.80000000000001,1.0,0.0,0.0,0.4,17.21,13.33,25.29,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.209302325581397,13.333333333333334,1.4925373134328357,25.169230769230772,0.0
Sasa tepung bakso goreng,Tidak Diketahui,1.0,90.0,1.0,21.0,0.0,0.0,910.0,0.0,4.19,1.67,6.46,0.0,60.67,0.0,61.0,0.0,7.0,5.0,0.0,0.0,4.186046511627907,1.6666666666666667,0.0,6.461538461538462,0.0
Mizone,PT.Danone Indonesia,0.0,45.0,0.0,11.0,0.0,11.0,0.0,0.0,2.09,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0930232558139537,0.0,0.0,3.3846153846153846,22.0
Fillet o-fish,Tidak Diketahui,1.5,270.0,12.3,19.3,15.9,0.0,439.0,0.2,12.56,20.5,5.94,23.73,29.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.558139534883722,20.5,23.731343283582092,5.938461538461539,0.0
Beras giling var rojolele, mentah,1.8,0.8,65.25,8.4,31.5,1.7,0.0,34.0,0.2,16.6,14.0,23.72,2.54,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0372093023255814,108.74999999999999,47.01492537313433,2.5846153846153848,3.4000000000000004
Beras menir, mentah,1.8,0.2,65.25,7.7,31.5,4.4,0.0,90.0,0.2,16.84,12.83,22.46,6.57,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00930232558139535,108.74999999999999,47.01492537313433,2.3692307692307693,8.8
Monde Snack Gold,PT. nissin biscuit indonesia,2.0,20.0,2.0,16.0,2.5,3.0,35.0,0.0,4.19,3.33,4.92,3.73,2.33,0.0,0.0,0.0,5.0,5.0,4.0,0.0,0.9302325581395349,3.3333333333333335,3.731343283582089,4.923076923076923,6.0
Mony Oats Dark Choco Flavour,Tidak Diketahui,0.0,50.0,0.0,7.0,20.0,4.0,15.0,0.0,2.33,0.0,2.15,29.85,1.0,10.0,0.0,0.0,0.0,3.0,30.0,0.0,2.3255813953488373,0.0,29.850746268656714,2.1538461538461537,8.0
Kacang babi, kering,1.8,3.5,65.25,30.4,31.5,3.2,0.0,13.0,4.5,15.86,50.67,15.78,4.78,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,108.74999999999999,47.01492537313433,9.353846153846153,6.4
Subway black forest ham sandwich,Tidak Diketahui,5.0,290.0,18.0,46.0,4.5,8.0,0.0,5.0,13.49,30.0,14.15,6.72,0.0,0.0,0.0,30.0,15.0,0.0,0.0,17.0,13.488372093023257,30.0,6.7164179104477615,14.153846153846153,16.0
Tempe lamtoro var. gung dengan kuit,Tidak Diketahui,1.3,146.0,11.7,19.6,2.3,0.0,0.0,7.6,6.79,19.5,6.03,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.790697674418604,19.499999999999996,3.4328358208955225,6.0307692307692315,0.0
Kalio ayam, masakan,1.8,1.4,65.25,16.0,4.4,13.5,0.0,534.0,0.0,9.44,26.67,1.35,20.15,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.06511627906976744,108.74999999999999,6.567164179104479,4.923076923076923,27.0
Silky Pudding Taro Flavour,Tidak Diketahui,2.0,15.0,2.0,16.0,1.5,11.0,45.0,0.0,3.72,3.33,4.92,2.24,3.0,8.0,0.0,0.0,5.0,4.0,0.0,0.0,0.6976744186046512,3.3333333333333335,2.2388059701492535,4.923076923076923,22.0
Talas bogor, segar,1.8,0.8,65.25,1.4,25.0,0.4,0.0,10.0,0.9,5.02,2.33,7.69,0.6,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0372093023255814,108.74999999999999,37.3134328358209,0.43076923076923074,0.8
Niu Zuzu rasa coklat,PT. ABC Presiden Indonesia,2.0,120.0,2.0,22.0,3.0,15.0,110.0,0.0,5.58,3.33,6.77,4.48,7.33,0.0,8.0,0.0,7.0,6.0,0.0,0.0,5.5813953488372094,3.3333333333333335,4.477611940298507,6.769230769230769,30.0
Jeruk bali, segar,1.8,0.5,48.0,0.6,12.4,0.2,0.0,21.0,0.8,2.23,1.0,3.82,0.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,80.0,18.507462686567163,0.1846153846153846,0.4
Delfi ChaCha Peanut,PT. Delfi,3.0,160.0,3.0,17.0,8.0,0.0,10.0,0.0,7.44,5.0,5.23,11.94,0.67,0.0,0.0,0.0,6.0,8.0,12.0,0.0,7.441860465116279,5.0,11.940298507462686,5.230769230769231,0.0
Kacang endel, biji,1.8,2.0,65.25,25.0,31.5,1.0,0.0,12.0,23.6,15.4,41.67,17.85,1.49,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,108.74999999999999,47.01492537313433,7.6923076923076925,2.0
Bihun goreng instan,Tidak Diketahui,0.7,381.0,6.1,80.3,3.9,0.0,928.0,0.0,17.72,10.17,24.71,5.82,61.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.72093023255814,10.166666666666666,5.820895522388059,24.707692307692305,0.0
Mie ayam,Tidak Diketahui,0.8,102.0,6.2,10.5,3.9,0.0,279.0,0.0,4.74,10.33,3.23,5.82,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.744186046511628,10.333333333333334,5.820895522388059,3.230769230769231,0.0
Koro benguk, biji,1.8,3.0,65.25,24.0,31.5,3.0,0.0,42.0,5.6,15.44,40.0,16.92,4.48,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,108.74999999999999,47.01492537313433,7.384615384615385,6.0
Nongshim Shin cup,PT.Nongshim Co.Ltd,10.9,309.0,10.9,46.8,6.0,1.9,0.0,0.0,14.37,18.17,14.4,8.96,0.0,0.0,0.0,19.0,15.0,15.0,0.0,0.0,14.372093023255813,18.166666666666668,8.955223880597014,14.399999999999999,3.8
Teh botol tawar,PT.Sinar Sosro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biji nangka / Biji salak,Tidak Diketahui,0.7,262.0,2.3,51.1,5.4,0.0,10.0,8.0,12.19,3.83,15.72,8.06,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.186046511627907,3.833333333333333,8.059701492537313,15.723076923076922,0.0
Emping (keripik melinjo),Tidak Diketahui,28.0,345.0,12.0,71.5,1.5,0.0,0.0,0.0,16.05,20.0,22.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.046511627906977,20.0,2.2388059701492535,22.0,0.0
Soto bandung, masakan,1.8,1.8,42.0,3.9,2.8,1.7,0.0,0.0,0.4,1.95,6.5,0.86,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08372093023255814,70.0,4.17910447761194,1.2,3.4000000000000004
Origo coffe avocado coffe,Tidak Diketahui,4.04,160.0,4.04,22.46,6.02,14.12,0.0,0.0,7.44,6.73,6.91,8.99,0.0,0.0,0.0,0.0,7.0,8.0,9.0,0.0,7.441860465116279,6.7333333333333325,8.98507462686567,6.910769230769231,28.24
Subway sweet onion chicken teriyaki sandwich,Tidak Diketahui,5.0,370.0,25.0,58.0,4.5,15.0,0.0,5.0,17.21,41.67,17.85,6.72,0.0,0.0,0.0,42.0,18.0,18.0,0.0,0.0,17.209302325581397,41.66666666666667,6.7164179104477615,17.846153846153847,30.0
Komak polong,Tidak Diketahui,1.1,99.0,3.3,21.2,0.1,0.0,15.0,10.3,4.6,5.5,6.52,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.604651162790698,5.5,0.1492537313432836,6.523076923076923,0.0
Hazelnut,Tidak Diketahui,9.7,567.5,14.95,16.7,31.5,0.0,0.0,9.7,29.21,24.92,5.14,90.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.395348837209305,24.916666666666664,47.01492537313433,5.138461538461538,0.0
Sariroti roti tawar kupas,PT. Nippon Indosari corporindo Tbk,1.0,110.0,3.0,19.0,2.0,1.0,170.0,1.0,5.12,5.0,5.85,2.99,11.33,0.0,12.0,0.0,6.0,6.0,0.0,0.0,5.116279069767442,5.0,2.9850746268656714,5.846153846153846,2.0
Andewi, segar,1.8,1.1,65.25,1.6,5.3,0.2,0.0,29.0,4.1,10.51,2.67,1.63,0.3,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.05116279069767442,108.74999999999999,7.91044776119403,0.49230769230769234,0.4
Mie bakso,Tidak Diketahui,0.8,114.0,5.3,16.4,3.0,0.0,760.0,0.1,5.3,8.83,5.05,4.48,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3023255813953485,8.833333333333334,4.477611940298507,5.046153846153846,0.0
Kin bulgarian yogurt orange,PT. ABC kogyn dairy,3.0,150.0,3.0,28.0,2.5,15.0,0.0,0.0,6.98,5.0,8.62,3.73,0.0,0.0,0.0,5.0,9.0,7.0,0.0,0.0,6.976744186046512,5.0,3.731343283582089,8.615384615384615,30.0
Tapai singkong,Tidak Diketahui,0.7,169.0,1.4,40.2,0.3,0.0,0.0,2.0,7.86,2.33,12.37,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8604651162790695,2.333333333333333,0.44776119402985076,12.36923076923077,0.0
Buncis, segar,1.8,0.5,34.0,2.4,7.2,0.3,0.0,8.0,1.9,1.58,4.0,2.22,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,56.666666666666664,10.746268656716417,0.7384615384615384,0.6
Biskuit serena egg rolls chocolate,PT. Monde Mahkota Biskuit,1.0,80.0,1.0,8.0,4.5,4.0,0.0,1.0,3.72,1.67,2.46,6.72,0.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,3.7209302325581395,1.6666666666666667,6.7164179104477615,2.4615384615384617,8.0
Ikan Mujahir / mujair goreng,Tidak Diketahui,2.2,416.0,46.9,0.0,23.9,0.0,54.0,0.0,19.35,78.17,0.0,35.67,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.348837209302324,78.16666666666666,35.67164179104477,0.0,0.0
