Nama_Makanan,Produsen,Porsi,Energi (kkal),Protein (g),Karbohidrat (g),Lemak (g),Gula (g),Natrium (mg),Serat (g),Persentase_AKG_Energi,Persentase_AKG_Protein,Persentase_AKG_Karbohidrat,Persentase_AKG_Lemak,Persentase_AKG_Natrium,Lemak_Jenuh,Natrium,Protein,Karbohidrat_Total,Energi,Lemak_Total,Serat_Pangan,% AKG Energi,% AKG Protein,% AKG Lemak,% AKG Karbohidrat,% AKG Gula
Ikan sunu, asin,1.8,100.0,20.3,81.80000000000001,31.5,7.1,3.8,0.0,377.0,0.0,9.26,56.83,2.18,5.67,25.13,0.0,0.0,0.0,0.0,0.0,4.651162790697675,33.83333333333333,47.01492537313433,25.169230769230772,14.2
Soto pekalongan, masakan,1.8,1.3,65.25,3.0,5.1,6.8,0.0,0.0,0.3,4.37,5.0,1.57,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06046511627906977,108.74999999999999,7.611940298507462,0.9230769230769231,13.600000000000001
Marie duo,Tidak Diketahui,1.0,15.0,1.0,14.0,3.5,5.0,85.0,1.0,4.19,1.67,4.31,5.22,5.67,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6976744186046512,1.6666666666666667,5.223880597014925,4.3076923076923075,10.0
Kaparende, sayur,1.8,1.3,38.0,2.4,2.6,2.0,0.0,170.0,1.5,1.77,4.0,0.8,2.99,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.06046511627906977,63.33333333333333,3.880597014925373,0.7384615384615384,4.0
Kacang lebui / iris,Tidak Diketahui,3.6,346.0,16.5,66.6,1.5,0.0,17.0,37.3,16.09,27.5,20.49,2.24,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.093023255813954,27.500000000000004,2.2388059701492535,20.49230769230769,0.0
The coffe bean & tea leaf pure vanilla ice blended drink,Tidak Diketahui,15.0,410.0,15.0,70.0,9.0,15.0,0.0,0.0,19.07,25.0,21.54,13.43,0.0,0.0,0.0,25.0,22.0,20.0,0.0,0.0,19.069767441860467,25.0,13.432835820895523,21.53846153846154,30.0
Dairy queen banana split,Tidak Diketahui,4.0,520.0,9.0,81.80000000000001,14.0,15.0,0.0,4.0,24.19,15.0,28.31,20.9,0.0,0.0,0.0,0.0,29.0,25.0,21.0,0.0,24.186046511627907,15.0,20.8955223880597,25.169230769230772,30.0
Gembili, ubi,1.8,100.0,1.0,81.80000000000001,1.1,15.0,0.2,0.0,10.0,1.1,6.09,1.83,9.63,0.3,0.67,0.0,0.0,0.0,0.0,0.0,4.651162790697675,1.6666666666666667,1.6417910447761197,25.169230769230772,30.0
Baked lotus paste mooncake with two egg yolks,Tidak Diketahui,0.85,223.0,4.05,20.5,13.79,0.0,0.0,0.85,10.37,6.75,6.31,20.58,0.0,0.0,0.0,7.0,0.0,11.0,21.0,0.0,10.372093023255815,6.749999999999999,20.582089552238806,6.3076923076923075,0.0
Cumi-cumi,Tidak Diketahui,0.9,75.0,16.1,0.1,0.7,0.0,37.0,0.0,3.49,26.83,0.03,1.04,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.488372093023256,26.833333333333336,1.044776119402985,0.03076923076923077,0.0
Kunyit, segar,1.8,1.3,65.25,2.0,9.1,2.7,0.0,6.0,0.6,3.21,3.33,2.8,4.03,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06046511627906977,108.74999999999999,13.582089552238804,0.6153846153846154,5.4
The coffe bean & tea leaf black forest ice blended drink,Tidak Diketahui,12.0,490.0,12.0,81.80000000000001,10.0,15.0,0.0,0.0,22.79,20.0,27.38,14.93,0.0,0.0,0.0,20.0,28.0,23.0,0.0,0.0,22.790697674418606,20.0,14.925373134328357,25.169230769230772,30.0
Coklat silverqueen almond,PT. Petra food indonesia,4.0,170.0,4.0,14.0,11.0,11.0,0.0,0.0,7.91,6.67,4.31,16.42,0.0,0.0,0.0,7.0,0.0,8.0,17.0,0.0,7.906976744186046,6.666666666666667,16.417910447761194,4.3076923076923075,22.0
Daun gedi besar, segar,1.8,2.4,58.0,2.9,10.0,0.7,0.0,30.0,3.3,2.7,4.83,3.08,1.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11162790697674418,96.66666666666667,14.925373134328357,0.8923076923076922,1.4
Kopi hitam tanpa gula,Tidak Diketahui,0.28,2.0,0.28,0.09,0.05,0.0,0.0,0.0,0.09,0.47,0.03,0.07,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.09302325581395349,0.46666666666666673,0.0746268656716418,0.02769230769230769,0.0
Tumis keumamah,Tidak Diketahui,4.3,300.0,14.5,15.5,20.0,0.0,0.0,4.5,13.95,24.17,4.77,29.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.953488372093023,24.166666666666668,29.850746268656714,4.769230769230769,0.0
Regal Biskuit Marie,CV. JAYA ABADI,1.0,70.0,1.0,12.0,2.0,0.0,45.0,0.0,3.26,1.67,3.69,2.99,3.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,3.255813953488372,1.6666666666666667,2.9850746268656714,3.6923076923076925,0.0
Teh hijau daun kering,Tidak Diketahui,5.6,300.0,28.3,53.6,4.8,0.0,60.0,9.6,13.95,47.17,16.49,7.16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.953488372093023,47.16666666666667,7.164179104477612,16.49230769230769,0.0
Susu ultra milk rasa coklat 200 ml,PT. Ultrajaya Milk Industy,6.0,160.0,6.0,24.0,4.0,0.0,45.0,0.0,7.44,10.0,7.38,5.97,3.0,15.0,0.0,10.0,0.0,8.0,0.0,0.0,7.441860465116279,10.0,5.970149253731343,7.384615384615385,0.0
Frisian flag putih (kental manis),PT. Frisian Flag Indonesia,1.0,140.0,1.0,23.0,4.0,15.0,0.0,0.0,6.51,1.67,7.08,5.97,0.0,0.0,0.0,0.0,8.0,7.0,6.0,0.0,6.511627906976744,1.6666666666666667,5.970149253731343,7.076923076923077,30.0
Sedaap Kecap Manis,PT. BUMI ALAM SEGAR,1.0,70.0,1.0,16.0,0.0,13.0,290.0,0.0,3.26,1.67,4.92,0.0,19.33,0.0,20.0,0.0,5.0,4.0,0.0,0.0,3.255813953488372,1.6666666666666667,0.0,4.923076923076923,26.0
Outback steackhouse slow roasted prime rib,Tidak Diketahui,46.0,567.5,46.0,0.0,31.5,0.0,0.0,0.0,32.56,76.67,0.0,85.07,0.0,0.0,0.0,77.0,0.0,33.0,86.0,0.0,26.395348837209305,76.66666666666667,47.01492537313433,0.0,0.0
Es krim Diamond vanilla,PT. Sukanda djaya,2.0,110.0,2.0,12.0,6.0,9.0,0.0,0.0,5.12,3.33,3.69,8.96,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,5.116279069767442,3.3333333333333335,8.955223880597014,3.6923076923076925,18.0
Genjer, segar,1.8,0.4,35.0,1.7,7.7,0.2,0.0,64.0,2.5,1.63,2.83,2.37,0.3,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0186046511627907,58.333333333333336,11.492537313432836,0.5230769230769231,0.4
Taoge kacang kedelai, segar,1.8,1.0,65.25,9.0,6.4,2.6,0.0,5.0,0.7,3.53,15.0,1.97,3.88,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,108.74999999999999,9.55223880597015,2.769230769230769,5.2
Renggi Goreng,Tidak Diketahui,0.6,471.0,4.7,64.1,21.8,0.0,126.0,6.4,21.91,7.83,19.72,32.54,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.906976744186046,7.833333333333334,32.53731343283582,19.72307692307692,0.0
Saus Char siu (chinese BBQ),Tidak Diketahui,0.0,60.0,0.0,14.0,0.0,13.0,0.0,0.0,2.79,0.0,4.31,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2.7906976744186047,0.0,0.0,4.3076923076923075,26.0
Daun kedongdong, segar,1.8,1.8,59.0,3.5,13.4,0.3,0.0,12.0,10.7,2.74,5.83,4.12,0.45,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.08372093023255814,98.33333333333333,20.0,1.0769230769230769,0.6
Semur jengkol,Tidak Diketahui,2.2,212.0,6.0,29.1,10.0,0.0,0.0,0.0,9.86,10.0,8.95,14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86046511627907,10.0,14.925373134328357,8.953846153846154,0.0
Chatime taro milk tea,Tidak Diketahui,2.0,399.0,2.0,70.0,12.0,15.0,0.0,0.0,18.56,3.33,21.54,17.91,0.0,0.0,0.0,0.0,22.0,19.0,18.0,0.0,18.558139534883722,3.3333333333333335,17.91044776119403,21.53846153846154,30.0
Biokul natural set yogurt,PT. Sukanda djaya,5.0,70.0,5.0,10.0,1.0,3.0,0.0,0.0,3.26,8.33,3.08,1.49,0.0,0.0,0.0,9.0,4.0,4.0,0.0,0.0,3.255813953488372,8.333333333333332,1.4925373134328357,3.076923076923077,6.0
Kambose,Tidak Diketahui,0.7,164.0,3.0,32.6,2.4,0.0,0.0,4.3,7.63,5.0,10.03,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.627906976744186,5.0,3.582089552238806,10.03076923076923,0.0
Sarden ABC saus tomat,PT. ABC Heinz Indonesia,12.0,100.0,12.0,9.0,2.0,2.0,0.0,0.0,4.65,20.0,2.77,2.99,0.0,0.0,0.0,20.0,0.0,5.0,3.0,0.0,4.651162790697675,20.0,2.9850746268656714,2.769230769230769,4.0
Parede baleh, masakan,1.8,1.5,65.25,10.5,5.5,2.5,0.0,416.0,0.0,4.05,17.5,1.69,3.73,27.73,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,108.74999999999999,8.208955223880597,3.230769230769231,5.0
Nasi gurih,Tidak Diketahui,1.3,190.0,4.7,26.0,7.5,0.0,296.0,0.7,8.84,7.83,8.0,11.19,19.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.837209302325581,7.833333333333334,11.194029850746269,8.0,0.0
You C100 Orange water,PT. Djojonegoro,0.0,160.0,0.0,40.0,0.0,15.0,0.0,0.0,7.44,0.0,12.31,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,7.441860465116279,0.0,0.0,12.307692307692308,30.0
Diamond Milk Susu UHT Full Cream,PT. Diamond Cold Storage,6.0,120.0,6.0,10.0,6.0,0.0,100.0,0.0,5.58,10.0,3.08,8.96,6.67,0.0,7.0,10.0,0.0,0.0,9.0,0.0,5.5813953488372094,10.0,8.955223880597014,3.076923076923077,0.0
Kacang tolo / tunggak,Tidak Diketahui,3.6,331.0,24.4,56.6,1.9,0.0,15.0,1.6,15.4,40.67,17.42,2.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.395348837209303,40.666666666666664,2.835820895522388,17.415384615384617,0.0
Keripik tempe abadi besar,Tidak Diketahui,2.8,556.0,15.8,39.8,31.5,0.0,0.0,3.5,25.86,26.33,12.25,55.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.86046511627907,26.333333333333336,47.01492537313433,12.246153846153845,0.0
Sunduk lawang,Tidak Diketahui,1.0,181.0,1.9,32.4,1.3,0.0,0.0,0.0,8.42,3.17,9.97,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.418604651162791,3.166666666666666,1.9402985074626864,9.96923076923077,0.0
Jengkol, segar,1.8,0.9,65.25,5.4,31.5,0.3,0.0,60.0,1.5,8.93,9.0,12.52,0.45,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04186046511627907,108.74999999999999,47.01492537313433,1.6615384615384614,0.6
Ketan putih, matang,1.8,0.2,65.25,3.0,31.5,0.4,0.0,8.0,0.2,7.58,5.0,10.98,0.6,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.00930232558139535,108.74999999999999,47.01492537313433,0.9230769230769231,0.8
Susu Ultra Milk Rasa coklat 1000 ml,"PT. Ultrajaya Milk Industry, Tbk",8.0,45.0,8.0,30.0,5.0,15.0,55.0,0.0,9.3,13.33,9.23,7.46,3.67,20.0,0.0,14.0,0.0,10.0,0.0,0.0,2.0930232558139537,13.333333333333334,7.462686567164178,9.230769230769232,30.0
Jagung kuning, tepung,1.8,1.2,65.25,9.2,31.5,3.9,0.0,11.0,7.2,16.51,15.33,22.68,5.82,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.05581395348837209,108.74999999999999,47.01492537313433,2.8307692307692305,7.8
Padamaran,Tidak Diketahui,0.8,171.0,3.9,18.8,8.9,0.0,0.0,0.0,7.95,6.5,5.78,13.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953488372093023,6.5,13.28358208955224,5.7846153846153845,0.0
Beras tumbuk merah, mentah,1.8,1.0,65.25,7.3,31.5,0.9,0.0,10.0,0.8,16.37,12.17,23.45,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,108.74999999999999,47.01492537313433,2.246153846153846,1.8000000000000003
Karawila,Tidak Diketahui,0.3,25.0,2.3,3.5,0.2,0.0,8.0,2.1,1.16,3.83,1.08,0.3,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1627906976744187,3.833333333333333,0.2985074626865672,1.0769230769230769,0.0
Ikan teri nasi, kering,1.8,100.0,32.4,81.80000000000001,31.5,0.0,0.6,0.0,312.0,0.0,6.7,54.17,0.0,0.9,20.8,0.0,0.0,0.0,0.0,0.0,4.651162790697675,53.99999999999999,47.01492537313433,25.169230769230772,0.0
Nutrisari Yuzu Orange,PT. Nutrifood Indonesia,0.0,45.0,0.0,10.0,0.0,9.0,20.0,0.0,2.09,0.0,3.08,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0930232558139537,0.0,0.0,3.076923076923077,18.0
Sate pusut, masakan,1.8,2.8,65.25,12.9,13.6,15.0,0.0,609.0,0.0,12.74,21.5,4.18,27.76,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.13023255813953488,108.74999999999999,20.298507462686565,3.9692307692307693,30.0
Kue bangen,Tidak Diketahui,2.2,442.0,3.3,74.2,14.7,0.0,0.0,0.0,20.56,5.5,22.83,21.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.558139534883722,5.5,21.940298507462686,22.83076923076923,0.0
Burger Carl's Jr the big carl,Tidak Diketahui,3.0,567.5,47.0,56.0,31.5,12.0,0.0,3.0,42.79,78.33,17.23,86.57,0.0,0.0,0.0,79.0,0.0,43.0,87.0,0.0,26.395348837209305,78.33333333333333,47.01492537313433,17.23076923076923,24.0
Coklat manis batang,Tidak Diketahui,4.1,527.0,2.0,62.7,29.8,0.0,6.0,6.5,24.51,3.33,19.29,44.48,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.511627906976745,3.3333333333333335,44.47761194029851,19.29230769230769,0.0
Moon tahu,Tidak Diketahui,0.8,128.0,8.0,1.3,10.0,0.0,393.0,0.2,5.95,13.33,0.4,14.93,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.953488372093023,13.333333333333334,14.925373134328357,0.4,0.0
Bakwan,Tidak Diketahui,2.1,280.0,8.2,39.0,10.2,0.0,0.0,3.4,13.02,13.67,12.0,15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.023255813953488,13.666666666666666,15.223880597014924,12.0,0.0
Roti boong,Tidak Diketahui,1.0,341.0,5.5,43.3,16.2,0.0,161.0,0.0,15.86,9.17,13.32,24.18,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.860465116279071,9.166666666666666,24.17910447761194,13.32307692307692,0.0
nestle honey star sereal,PT. Nestle Indonesia,1.0,110.0,1.0,25.0,1.0,0.0,10.0,0.0,5.12,1.67,7.69,1.49,0.67,0.0,0.0,2.0,8.0,6.0,0.0,0.0,5.116279069767442,1.6666666666666667,1.4925373134328357,7.6923076923076925,0.0
Es krim Wall's oreo chocolate,PT. Andrawina Darma Manunggal Mulya,1.0,140.0,2.0,21.0,4.0,15.0,0.0,1.0,6.51,3.33,6.46,5.97,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,6.511627906976744,3.3333333333333335,5.970149253731343,6.461538461538462,30.0
Minyak hati hiu,Tidak Diketahui,0.0,567.5,0.0,0.0,31.5,0.0,0.0,0.0,41.95,0.0,0.0,149.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.395348837209305,0.0,47.01492537313433,0.0,0.0
Onde-onde,Tidak Diketahui,0.6,336.0,4.0,57.9,9.8,0.0,0.0,0.0,15.63,6.67,17.82,14.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.627906976744185,6.666666666666667,14.626865671641792,17.815384615384616,0.0
Sarimi isi 2 ayam bawang,PT. SARIMI ASLI JAYA,3.0,510.0,13.0,70.0,20.0,3.0,0.0,3.0,23.72,21.67,21.54,29.85,0.0,0.0,0.0,22.0,0.0,24.0,30.0,0.0,23.72093023255814,21.666666666666668,29.850746268656714,21.53846153846154,6.0
Mie Kuah Gaga 100 Xtra Pedas  Jalapeno,Tidak Diketahui,9.0,120.0,9.0,43.0,13.0,2.0,1320.0,0.0,15.35,15.0,13.23,19.4,88.0,0.0,88.0,0.0,0.0,16.0,20.0,0.0,5.5813953488372094,15.0,19.402985074626866,13.230769230769232,4.0
Kin bulgarian style yogurt strawberry,PT. ABC kogyn dairy,4.0,35.0,4.0,29.0,3.5,15.0,50.0,0.0,7.91,6.67,8.92,5.22,3.33,0.0,0.0,7.0,9.0,8.0,0.0,0.0,1.627906976744186,6.666666666666667,5.223880597014925,8.923076923076923,30.0
Lumai / leunca, segar,1.8,0.5,38.0,1.1,7.6,0.3,0.0,2.0,2.0,1.77,1.83,2.34,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,63.33333333333333,11.343283582089551,0.3384615384615385,0.6
Keripik tempe abadi prima,Tidak Diketahui,2.6,540.0,16.7,42.0,31.5,0.0,0.0,2.2,25.12,27.83,12.92,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.116279069767444,27.833333333333332,47.01492537313433,12.923076923076923,0.0
Hokben Chicken karaage,Tidak Diketahui,25.0,340.0,25.0,15.0,20.5,0.0,0.0,0.0,15.81,41.67,4.62,30.6,0.0,0.0,0.0,42.0,0.0,16.0,31.0,0.0,15.813953488372093,41.66666666666667,30.597014925373134,4.615384615384616,0.0
Kwaci,Tidak Diketahui,3.7,515.0,30.6,13.8,31.5,0.0,124.0,13.6,23.95,51.0,4.25,62.84,8.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.953488372093023,51.0,47.01492537313433,4.246153846153846,0.0
Sawo duren,Tidak Diketahui,0.6,64.0,1.0,8.0,3.1,0.0,13.0,0.8,2.98,1.67,2.46,4.63,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9767441860465116,1.6666666666666667,4.626865671641791,2.4615384615384617,0.0
Subway Turkey breast sandwich,Tidak Diketahui,5.0,280.0,18.0,46.0,3.5,7.0,0.0,5.0,13.02,30.0,14.15,5.22,0.0,0.0,0.0,30.0,15.0,0.0,0.0,17.0,13.023255813953488,30.0,5.223880597014925,14.153846153846153,14.000000000000002
Qtela Tempe,PT. Indofood CBP Sukses Makmur Tbk.,4.0,110.0,4.0,8.0,7.0,0.0,0.0,0.0,5.12,6.67,2.46,10.45,0.0,0.0,0.0,7.0,0.0,6.0,11.0,0.0,5.116279069767442,6.666666666666667,10.44776119402985,2.4615384615384617,0.0
Telur burung maleo, segar,1.8,0.8,65.25,26.5,0.4,15.0,0.0,77.0,0.0,20.28,44.17,0.12,54.18,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0372093023255814,108.74999999999999,0.5970149253731344,8.153846153846153,30.0
Marie salut cokelat,PT. KHONG GUAN,1.0,90.0,1.0,13.0,3.5,6.0,35.0,0.0,4.19,1.67,4.0,5.22,2.33,0.0,0.0,0.0,4.0,5.0,6.0,0.0,4.186046511627907,1.6666666666666667,5.223880597014925,4.0,12.0
Nabati HANSEL,Tidak Diketahui,2.0,70.0,2.0,7.0,4.0,5.0,30.0,0.0,3.26,3.33,2.15,5.97,2.0,15.0,0.0,4.0,0.0,0.0,6.0,0.0,3.255813953488372,3.3333333333333335,5.970149253731343,2.1538461538461537,10.0
Kacang panjang biji,Tidak Diketahui,0.4,357.0,17.3,68.6,1.5,0.0,16.0,10.6,16.6,28.83,21.11,2.24,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6046511627907,28.833333333333332,2.2388059701492535,21.107692307692304,0.0
Koro roay,Tidak Diketahui,3.0,344.0,12.5,69.4,2.1,0.0,18.0,7.5,16.0,20.83,21.35,3.13,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.833333333333336,3.134328358208956,21.353846153846156,0.0
Bolu peca,Tidak Diketahui,0.9,197.0,3.3,35.6,4.6,0.0,0.0,0.0,9.16,5.5,10.95,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.162790697674419,5.5,6.865671641791045,10.953846153846154,0.0
air putih / air mineral / air minum,Tidak Diketahui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Bread Roti tawar gandum,PT. Mr. Bread Company,2.5,199.0,7.0,36.0,3.0,2.0,487.0,2.5,9.26,11.67,11.08,4.48,32.47,0.0,33.0,12.0,12.0,0.0,0.0,0.0,9.255813953488373,11.666666666666666,4.477611940298507,11.076923076923077,4.0
Kacang hijau var. Siwalik, kering,1.8,3.7,65.25,20.8,31.5,2.1,0.0,45.0,7.4,15.77,34.67,19.88,3.13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17209302325581396,108.74999999999999,47.01492537313433,6.4,4.2
Ikan Lehoma, segar,1.8,1.1,65.25,20.4,0.0,0.9,0.0,56.0,0.0,4.19,34.0,0.0,1.34,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.05116279069767442,108.74999999999999,0.0,6.276923076923077,1.8000000000000003
Wingko babat,Tidak Diketahui,0.7,355.0,3.2,51.4,15.1,0.0,0.0,2.4,16.51,5.33,15.82,22.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.511627906976745,5.333333333333334,22.53731343283582,15.815384615384614,0.0
Permen frozz mint,PT. Konimex,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0
Daun kecipir, segar,1.8,1.0,52.0,5.0,8.5,0.5,0.0,6.0,0.0,2.42,8.33,2.62,0.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,86.66666666666667,12.686567164179104,1.5384615384615385,1.0
Frisian flag french vanilla low fat,PT. Frisian Flag Indonesia,7.0,110.0,7.0,16.0,2.5,15.0,110.0,0.0,5.12,11.67,4.92,3.73,7.33,0.0,8.0,12.0,0.0,6.0,0.0,0.0,5.116279069767442,11.666666666666666,3.731343283582089,4.923076923076923,30.0
Cumi-cumi goreng,Tidak Diketahui,3.1,265.0,40.6,0.0,10.1,0.0,86.0,0.0,12.33,67.67,0.0,15.07,5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.325581395348838,67.66666666666666,15.074626865671641,0.0,0.0
Melinjo emping tipis goreng,Tidak Diketahui,1.5,485.0,11.5,59.1,24.5,0.0,0.0,0.0,22.56,19.17,18.18,36.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.55813953488372,19.166666666666668,36.56716417910448,18.184615384615384,0.0
Apem, kue,1.8,0.5,65.25,2.0,31.5,0.5,0.0,0.0,0.0,6.88,3.33,10.43,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,108.74999999999999,47.01492537313433,0.6153846153846154,1.0
Beef teriyaki,Tidak Diketahui,0.9,151.0,8.6,22.3,3.1,0.0,377.0,0.3,7.02,14.33,6.86,4.63,25.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.023255813953488,14.333333333333334,4.626865671641791,6.861538461538462,0.0
Saori Saus Tiram,Tidak Diketahui,0.0,5.0,0.0,2.0,0.0,0.0,290.0,0.0,0.23,0.0,0.62,0.0,19.33,0.0,20.0,0.0,1.0,1.0,0.0,0.0,0.23255813953488372,0.0,0.0,0.6153846153846154,0.0
Ketan hitam, tapai,1.8,0.6,65.25,3.8,31.5,1.0,0.0,5.0,0.3,7.72,6.33,10.58,1.49,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.027906976744186046,108.74999999999999,47.01492537313433,1.169230769230769,2.0
Gete kuah asam, masakan,1.8,3.8,65.25,8.2,6.0,2.0,0.0,260.0,0.0,3.49,13.67,1.85,2.99,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.17674418604651163,108.74999999999999,8.955223880597014,2.523076923076923,4.0
Duwet, segar,1.8,0.5,65.25,0.5,18.2,0.6,0.0,16.0,0.9,3.72,0.83,5.6,0.9,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,108.74999999999999,27.164179104477608,0.15384615384615385,1.2
Mie Lemonilo ayam bawang,PT. Lemonilo Indonesia Sehat,3.0,267.0,9.0,49.0,4.0,1.0,948.0,3.0,12.42,15.0,15.08,5.97,63.2,0.0,64.0,15.0,16.0,0.0,0.0,0.0,12.41860465116279,15.0,5.970149253731343,15.076923076923077,2.0
Bouiki ninahu nggaluku, masakan,1.8,5.3,65.25,7.8,10.8,2.2,0.0,58.0,0.0,4.37,13.0,3.32,3.28,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.24651162790697675,108.74999999999999,16.119402985074625,2.4,4.4
Coklat pahit batang,Tidak Diketahui,10.1,567.5,5.5,29.2,31.5,0.0,20.0,10.8,28.6,9.17,8.98,63.58,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.395348837209305,9.166666666666666,47.01492537313433,8.984615384615385,0.0
Supermi ayam Bawang,PT. Indofood CBP Sukses Makmur Tbk,4.0,130.0,7.0,46.0,15.0,2.0,1030.0,4.0,15.81,11.67,14.15,22.39,68.67,40.0,69.0,0.0,0.0,0.0,23.0,0.0,6.046511627906977,11.666666666666666,22.388059701492537,14.153846153846153,4.0
Coco pops,Tidak Diketahui,1.0,120.0,2.0,26.0,0.5,12.0,0.0,1.0,5.58,3.33,8.0,0.75,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,5.5813953488372094,3.3333333333333335,0.7462686567164178,8.0,24.0
Buah naga merah, segar,1.8,0.4,65.25,1.7,9.1,3.1,0.0,10.0,3.2,3.3,2.83,2.8,4.63,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0186046511627907,108.74999999999999,13.582089552238804,0.5230769230769231,6.2
Gulai keumamah, masakan,1.8,1.3,65.25,5.9,3.2,8.2,0.0,335.0,0.0,5.12,9.83,0.98,12.24,22.33,0.0,0.0,0.0,0.0,0.0,0.0,0.06046511627906977,108.74999999999999,4.776119402985075,1.8153846153846156,16.4
Ampas tahu kukus,Tidak Diketahui,0.6,75.0,4.1,10.7,2.1,0.0,0.0,5.1,3.49,6.83,3.29,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.488372093023256,6.833333333333333,3.134328358208956,3.292307692307692,0.0
Cold Stone Creamery chocolate Devotion,Tidak Diketahui,3.0,567.5,13.0,81.80000000000001,31.5,15.0,0.0,3.0,40.47,21.67,33.23,67.16,0.0,0.0,0.0,0.0,34.0,41.0,68.0,0.0,26.395348837209305,21.666666666666668,47.01492537313433,25.169230769230772,30.0
